date,Biomass  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW],Other  - Actual Aggregated [MW]
2023/07/06 11:00,305.0,2088.0,0.0,92.0,300.0,6.0,1265.0,370.0,31.0
2023/07/06 12:00,299.0,2095.0,0.0,0.0,207.0,3.0,1492.0,293.0,31.0
2023/07/06 13:00,292.0,2047.0,0.0,0.0,263.0,3.0,1586.0,296.0,31.0
2023/07/06 14:00,295.0,1913.0,0.0,0.0,119.0,3.0,1598.0,422.0,31.0
2023/07/06 15:00,294.0,1922.0,0.0,0.0,109.0,3.0,1588.0,643.0,31.0
2023/07/06 16:00,306.0,1906.0,0.0,2.0,63.0,14.0,1507.0,890.0,32.0
2023/07/06 17:00,306.0,2073.0,0.0,5.0,98.0,60.0,1291.0,1065.0,32.0
2023/07/06 18:00,306.0,2188.0,0.0,346.0,78.0,62.0,1016.0,1164.0,32.0
2023/07/06 19:00,306.0,2255.0,0.0,774.0,290.0,254.0,673.0,1203.0,32.0
2023/07/06 20:00,290.0,2310.0,0.0,878.0,673.0,412.0,278.0,1162.0,32.0
2023/07/06 21:00,287.0,2269.0,0.0,1366.0,846.0,830.0,44.0,1015.0,32.0
2023/07/06 22:00,302.0,2226.0,0.0,1305.0,800.0,1040.0,1.0,948.0,32.0
2023/07/06 23:00,309.0,2212.0,0.0,1138.0,385.0,363.0,0.0,884.0,32.0
2023/07/07 00:00,320.0,2264.0,0.0,1103.0,373.0,166.0,0.0,834.0,32.0
2023/07/07 01:00,325.0,2198.0,0.0,928.0,271.0,166.0,0.0,761.0,32.0
2023/07/07 02:00,323.0,2182.0,0.0,740.0,103.0,143.0,0.0,717.0,32.0
2023/07/07 03:00,326.0,2180.0,0.0,191.0,65.0,58.0,0.0,665.0,31.0
2023/07/07 04:00,325.0,2175.0,0.0,15.0,59.0,4.0,0.0,635.0,31.0
2023/07/07 05:00,325.0,2201.0,0.0,235.0,60.0,3.0,0.0,486.0,31.0
2023/07/07 06:00,330.0,2193.0,0.0,799.0,71.0,59.0,0.0,352.0,31.0
2023/07/07 07:00,325.0,2184.0,0.0,1059.0,219.0,449.0,23.0,341.0,32.0
2023/07/07 08:00,329.0,2191.0,0.0,714.0,152.0,21.0,223.0,359.0,30.0
2023/07/07 09:00,328.0,2219.0,0.0,26.0,82.0,14.0,615.0,282.0,31.0
2023/07/07 10:00,314.0,1965.0,0.0,149.0,85.0,14.0,1010.0,229.0,32.0
2023/07/07 11:00,311.0,1559.0,0.0,110.0,86.0,8.0,1304.0,262.0,32.0
2023/07/07 12:00,317.0,1484.0,0.0,70.0,96.0,8.0,1502.0,430.0,32.0
2023/07/07 13:00,315.0,1519.0,0.0,256.0,43.0,3.0,1596.0,706.0,32.0
2023/07/07 14:00,325.0,1380.0,0.0,37.0,40.0,3.0,1606.0,1187.0,32.0
2023/07/07 15:00,329.0,1388.0,0.0,44.0,28.0,3.0,1572.0,1664.0,32.0
2023/07/07 16:00,323.0,1424.0,0.0,44.0,29.0,3.0,1464.0,2081.0,32.0
2023/07/07 17:00,325.0,1449.0,0.0,53.0,70.0,3.0,1286.0,2451.0,30.0
2023/07/07 18:00,327.0,1479.0,0.0,72.0,77.0,3.0,1068.0,2494.0,30.0
2023/07/07 19:00,326.0,1658.0,0.0,47.0,100.0,39.0,717.0,2428.0,30.0
2023/07/07 20:00,325.0,1879.0,0.0,379.0,477.0,104.0,294.0,2351.0,30.0
2023/07/07 21:00,329.0,1920.0,0.0,964.0,446.0,128.0,45.0,1948.0,30.0
2023/07/07 22:00,329.0,1917.0,0.0,1112.0,225.0,61.0,1.0,1627.0,30.0
2023/07/07 23:00,328.0,1881.0,0.0,579.0,192.0,42.0,0.0,1836.0,29.0
2023/07/08 00:00,331.0,1648.0,0.0,424.0,44.0,47.0,0.0,1832.0,30.0
2023/07/08 01:00,333.0,1467.0,0.0,394.0,84.0,9.0,0.0,1621.0,30.0
2023/07/08 02:00,332.0,1316.0,0.0,268.0,78.0,3.0,0.0,1613.0,30.0
2023/07/08 03:00,328.0,1461.0,0.0,343.0,114.0,3.0,0.0,1277.0,29.0
2023/07/08 04:00,326.0,1451.0,0.0,299.0,80.0,3.0,0.0,1068.0,30.0
2023/07/08 05:00,329.0,1454.0,0.0,352.0,75.0,3.0,0.0,1036.0,29.0
2023/07/08 06:00,324.0,1445.0,0.0,340.0,30.0,3.0,0.0,893.0,28.0
2023/07/08 07:00,321.0,1415.0,0.0,380.0,28.0,3.0,20.0,756.0,27.0
2023/07/08 08:00,327.0,1254.0,0.0,360.0,31.0,3.0,169.0,572.0,28.0
2023/07/08 09:00,326.0,1331.0,0.0,117.0,41.0,12.0,467.0,456.0,29.0
2023/07/08 10:00,326.0,1342.0,0.0,112.0,48.0,12.0,786.0,412.0,29.0
2023/07/08 11:00,325.0,1315.0,0.0,152.0,74.0,7.0,1061.0,478.0,29.0
2023/07/08 12:00,318.0,1224.0,0.0,137.0,72.0,3.0,1231.0,622.0,28.0
2023/07/08 13:00,315.0,1264.0,0.0,123.0,84.0,3.0,1340.0,722.0,28.0
2023/07/08 14:00,320.0,1141.0,0.0,31.0,113.0,3.0,1392.0,872.0,28.0
2023/07/08 15:00,329.0,1068.0,0.0,45.0,80.0,32.0,1437.0,1009.0,28.0
2023/07/08 16:00,326.0,1069.0,0.0,49.0,68.0,28.0,1441.0,1121.0,28.0
2023/07/08 17:00,330.0,1134.0,0.0,155.0,28.0,34.0,1317.0,1172.0,29.0
2023/07/08 18:00,329.0,1189.0,0.0,192.0,45.0,43.0,1058.0,1132.0,29.0
2023/07/08 19:00,327.0,1414.0,0.0,366.0,70.0,47.0,718.0,1163.0,30.0
2023/07/08 20:00,331.0,1465.0,0.0,578.0,313.0,58.0,302.0,1053.0,30.0
2023/07/08 21:00,328.0,1449.0,0.0,1892.0,644.0,131.0,45.0,1011.0,30.0
2023/07/08 22:00,329.0,1460.0,0.0,1990.0,627.0,67.0,0.0,1036.0,29.0
2023/07/08 23:00,327.0,1459.0,0.0,1127.0,156.0,52.0,0.0,1002.0,30.0
2023/07/09 00:00,325.0,1312.0,0.0,1161.0,103.0,37.0,0.0,971.0,30.0
2023/07/09 01:00,321.0,1152.0,0.0,700.0,26.0,34.0,0.0,999.0,30.0
2023/07/09 02:00,325.0,1163.0,0.0,367.0,23.0,34.0,0.0,991.0,29.0
2023/07/09 03:00,321.0,1150.0,0.0,342.0,25.0,4.0,0.0,1161.0,29.0
2023/07/09 04:00,322.0,1157.0,0.0,405.0,25.0,3.0,0.0,1313.0,29.0
2023/07/09 05:00,317.0,1173.0,0.0,385.0,25.0,3.0,0.0,1236.0,27.0
2023/07/09 06:00,317.0,1148.0,0.0,326.0,28.0,3.0,0.0,1145.0,27.0
2023/07/09 07:00,314.0,1140.0,0.0,96.0,29.0,3.0,21.0,1139.0,27.0
2023/07/09 08:00,314.0,937.0,0.0,148.0,31.0,3.0,216.0,990.0,29.0
2023/07/09 09:00,316.0,935.0,0.0,157.0,43.0,11.0,660.0,774.0,27.0
2023/07/09 10:00,314.0,876.0,0.0,79.0,58.0,15.0,1075.0,518.0,27.0
2023/07/09 11:00,314.0,886.0,0.0,222.0,54.0,14.0,1379.0,309.0,27.0
2023/07/09 12:00,313.0,891.0,0.0,219.0,45.0,3.0,1587.0,290.0,26.0
2023/07/09 13:00,322.0,892.0,0.0,293.0,45.0,3.0,1674.0,332.0,27.0
2023/07/09 14:00,326.0,880.0,0.0,228.0,38.0,3.0,1688.0,482.0,27.0
2023/07/09 15:00,324.0,872.0,0.0,193.0,35.0,3.0,1666.0,639.0,27.0
2023/07/09 16:00,326.0,883.0,0.0,125.0,25.0,3.0,1582.0,803.0,27.0
2023/07/09 17:00,326.0,980.0,0.0,170.0,27.0,3.0,1404.0,888.0,27.0
2023/07/09 18:00,328.0,1061.0,0.0,852.0,27.0,28.0,1130.0,1029.0,28.0
2023/07/09 19:00,322.0,1388.0,0.0,372.0,42.0,47.0,749.0,1153.0,25.0
2023/07/09 20:00,313.0,1636.0,0.0,1743.0,333.0,87.0,304.0,1078.0,21.0
2023/07/09 21:00,316.0,1888.0,0.0,2106.0,497.0,747.0,47.0,968.0,22.0
2023/07/09 22:00,323.0,1926.0,0.0,1967.0,631.0,556.0,0.0,945.0,22.0
2023/07/09 23:00,321.0,1921.0,0.0,1313.0,201.0,116.0,0.0,950.0,23.0
2023/07/10 00:00,321.0,1862.0,0.0,763.0,55.0,80.0,0.0,895.0,22.0
2023/07/10 01:00,317.0,1850.0,0.0,84.0,37.0,135.0,0.0,882.0,22.0
2023/07/10 02:00,304.0,1951.0,0.0,0.0,24.0,73.0,0.0,912.0,21.0
2023/07/10 03:00,301.0,1974.0,0.0,0.0,25.0,72.0,0.0,924.0,21.0
2023/07/10 04:00,300.0,2005.0,0.0,0.0,28.0,72.0,0.0,924.0,21.0
2023/07/10 05:00,306.0,2023.0,0.0,7.0,26.0,57.0,0.0,924.0,21.0
2023/07/10 06:00,314.0,2180.0,0.0,651.0,28.0,60.0,0.0,939.0,21.0
2023/07/10 07:00,318.0,2471.0,0.0,1852.0,28.0,111.0,21.0,944.0,22.0
2023/07/10 08:00,326.0,2580.0,0.0,1582.0,30.0,165.0,224.0,901.0,21.0
2023/07/10 09:00,307.0,2549.0,0.0,116.0,59.0,68.0,644.0,741.0,21.0
2023/07/10 10:00,300.0,2582.0,0.0,0.0,108.0,13.0,1026.0,497.0,22.0
2023/07/10 11:00,299.0,2489.0,0.0,0.0,81.0,28.0,1298.0,306.0,21.0
2023/07/10 12:00,307.0,2397.0,0.0,0.0,50.0,3.0,1481.0,225.0,22.0
2023/07/10 13:00,298.0,2386.0,0.0,0.0,48.0,3.0,1576.0,224.0,22.0
2023/07/10 14:00,311.0,2407.0,0.0,0.0,41.0,3.0,1585.0,264.0,22.0
2023/07/10 15:00,318.0,2441.0,0.0,0.0,32.0,3.0,1556.0,379.0,23.0
2023/07/10 16:00,322.0,2297.0,0.0,0.0,30.0,3.0,1482.0,576.0,24.0
2023/07/10 17:00,321.0,2492.0,0.0,0.0,27.0,3.0,1319.0,761.0,25.0
2023/07/10 18:00,324.0,2571.0,0.0,0.0,39.0,10.0,1068.0,909.0,25.0
2023/07/10 19:00,323.0,2752.0,0.0,41.0,66.0,56.0,716.0,1025.0,25.0
2023/07/10 20:00,327.0,2782.0,0.0,1699.0,327.0,428.0,295.0,971.0,24.0
2023/07/10 21:00,331.0,2829.0,0.0,2236.0,703.0,916.0,47.0,993.0,24.0
2023/07/10 22:00,337.0,2760.0,0.0,2256.0,691.0,770.0,0.0,1096.0,25.0
2023/07/10 23:00,338.0,2721.0,0.0,1755.0,567.0,737.0,0.0,1139.0,25.0
2023/07/11 00:00,340.0,2685.0,0.0,912.0,299.0,127.0,0.0,1079.0,25.0
2023/07/11 01:00,340.0,2522.0,0.0,149.0,320.0,77.0,0.0,1040.0,25.0
2023/07/11 02:00,339.0,2495.0,0.0,0.0,237.0,38.0,0.0,1073.0,25.0
2023/07/11 03:00,338.0,2445.0,0.0,0.0,149.0,38.0,0.0,1049.0,25.0
2023/07/11 04:00,338.0,2460.0,0.0,81.0,190.0,38.0,0.0,1073.0,25.0
2023/07/11 05:00,333.0,2444.0,0.0,0.0,201.0,24.0,0.0,1168.0,24.0
2023/07/11 06:00,328.0,2505.0,0.0,111.0,190.0,23.0,0.0,1265.0,24.0
2023/07/11 07:00,314.0,2536.0,0.0,397.0,187.0,296.0,19.0,1251.0,23.0
2023/07/11 08:00,304.0,2546.0,0.0,189.0,416.0,76.0,218.0,1205.0,22.0
2023/07/11 09:00,323.0,2429.0,0.0,0.0,340.0,27.0,636.0,1192.0,24.0
2023/07/11 10:00,330.0,2545.0,0.0,0.0,302.0,20.0,1028.0,1047.0,24.0
2023/07/11 11:00,320.0,2440.0,0.0,0.0,178.0,14.0,1333.0,900.0,23.0
2023/07/11 12:00,317.0,2374.0,0.0,0.0,70.0,13.0,1526.0,808.0,24.0
2023/07/11 13:00,315.0,2358.0,0.0,5.0,32.0,3.0,1626.0,811.0,24.0
2023/07/11 14:00,303.0,2222.0,0.0,0.0,45.0,3.0,1639.0,1174.0,24.0
2023/07/11 15:00,322.0,2164.0,0.0,0.0,31.0,3.0,1581.0,1509.0,27.0
2023/07/11 16:00,319.0,2194.0,0.0,0.0,30.0,3.0,1487.0,1763.0,31.0
2023/07/11 17:00,328.0,2396.0,0.0,0.0,27.0,3.0,1316.0,1995.0,29.0
2023/07/11 18:00,336.0,2446.0,0.0,0.0,44.0,10.0,1088.0,2026.0,31.0
2023/07/11 19:00,336.0,2495.0,0.0,145.0,127.0,96.0,737.0,1860.0,32.0
2023/07/11 20:00,327.0,2515.0,0.0,1478.0,522.0,117.0,297.0,1625.0,31.0
2023/07/11 21:00,332.0,2500.0,0.0,1878.0,887.0,522.0,37.0,1569.0,31.0
2023/07/11 22:00,338.0,2512.0,0.0,1512.0,1062.0,111.0,0.0,1597.0,31.0
2023/07/11 23:00,329.0,2491.0,0.0,563.0,903.0,53.0,0.0,1603.0,31.0
2023/07/12 00:00,330.0,2512.0,0.0,109.0,648.0,47.0,0.0,1628.0,31.0
2023/07/12 01:00,334.0,2401.0,0.0,0.0,472.0,45.0,0.0,1524.0,30.0
2023/07/12 02:00,334.0,2269.0,0.0,0.0,321.0,38.0,0.0,1467.0,29.0
2023/07/12 03:00,332.0,2354.0,0.0,0.0,239.0,38.0,0.0,1564.0,30.0
2023/07/12 04:00,332.0,2441.0,0.0,0.0,125.0,38.0,0.0,1599.0,29.0
2023/07/12 05:00,331.0,2412.0,0.0,0.0,312.0,38.0,0.0,1696.0,31.0
2023/07/12 06:00,329.0,2560.0,0.0,18.0,331.0,3.0,0.0,1588.0,31.0
2023/07/12 07:00,322.0,2519.0,0.0,920.0,737.0,74.0,17.0,1523.0,30.0
2023/07/12 08:00,328.0,2517.0,0.0,1440.0,893.0,627.0,169.0,1577.0,30.0
2023/07/12 09:00,330.0,2510.0,0.0,928.0,691.0,170.0,532.0,1529.0,30.0
2023/07/12 10:00,330.0,2510.0,0.0,250.0,429.0,33.0,936.0,1176.0,29.0
2023/07/12 11:00,324.0,2486.0,0.0,159.0,295.0,22.0,1277.0,912.0,31.0
2023/07/12 12:00,333.0,2438.0,0.0,73.0,350.0,67.0,1486.0,810.0,32.0
2023/07/12 13:00,329.0,2513.0,0.0,52.0,169.0,43.0,1589.0,773.0,31.0
2023/07/12 14:00,335.0,2452.0,0.0,0.0,53.0,3.0,1603.0,881.0,30.0
2023/07/12 15:00,335.0,2349.0,0.0,0.0,25.0,3.0,1540.0,1236.0,29.0
2023/07/12 16:00,333.0,2344.0,0.0,0.0,26.0,3.0,1459.0,1395.0,29.0
2023/07/12 17:00,336.0,2360.0,0.0,0.0,28.0,3.0,1298.0,1564.0,30.0
2023/07/12 18:00,325.0,2482.0,0.0,0.0,29.0,9.0,1015.0,1588.0,29.0
2023/07/12 19:00,332.0,2464.0,0.0,26.0,59.0,13.0,665.0,1705.0,29.0
2023/07/12 20:00,334.0,2520.0,0.0,686.0,204.0,99.0,266.0,1646.0,29.0
2023/07/12 21:00,338.0,2554.0,0.0,1290.0,224.0,108.0,37.0,1612.0,29.0
2023/07/12 22:00,345.0,2557.0,0.0,1499.0,175.0,148.0,0.0,1671.0,29.0
2023/07/12 23:00,348.0,2525.0,0.0,302.0,114.0,103.0,0.0,1649.0,30.0
2023/07/13 00:00,352.0,2561.0,0.0,66.0,96.0,65.0,0.0,1666.0,32.0
2023/07/13 01:00,344.0,2557.0,0.0,0.0,37.0,3.0,0.0,1682.0,32.0
2023/07/13 02:00,345.0,2275.0,0.0,0.0,25.0,3.0,0.0,1626.0,32.0
2023/07/13 03:00,346.0,2358.0,0.0,0.0,24.0,3.0,0.0,1513.0,32.0
2023/07/13 04:00,339.0,2442.0,0.0,0.0,23.0,3.0,0.0,1365.0,32.0
2023/07/13 05:00,338.0,2513.0,0.0,0.0,23.0,3.0,0.0,1281.0,31.0
2023/07/13 06:00,340.0,2551.0,0.0,0.0,28.0,3.0,0.0,1288.0,31.0
2023/07/13 07:00,342.0,2532.0,0.0,434.0,200.0,63.0,16.0,1207.0,31.0
2023/07/13 08:00,345.0,2568.0,0.0,521.0,272.0,39.0,189.0,1054.0,30.0
2023/07/13 09:00,346.0,2466.0,0.0,2.0,161.0,49.0,585.0,789.0,32.0
2023/07/13 10:00,341.0,2656.0,0.0,0.0,110.0,15.0,972.0,471.0,31.0
2023/07/13 11:00,344.0,2334.0,0.0,0.0,79.0,8.0,1255.0,335.0,30.0
2023/07/13 12:00,343.0,2534.0,0.0,0.0,38.0,3.0,1466.0,259.0,30.0
2023/07/13 13:00,346.0,2449.0,0.0,0.0,28.0,3.0,1602.0,260.0,30.0
2023/07/13 14:00,345.0,2509.0,0.0,0.0,27.0,3.0,1628.0,268.0,30.0
2023/07/13 15:00,338.0,2474.0,0.0,0.0,31.0,3.0,1583.0,322.0,30.0
2023/07/13 16:00,338.0,2446.0,0.0,0.0,37.0,3.0,1500.0,466.0,31.0
2023/07/13 17:00,346.0,2460.0,0.0,0.0,36.0,3.0,1331.0,625.0,31.0
2023/07/13 18:00,349.0,2378.0,0.0,1.0,31.0,38.0,1077.0,826.0,31.0
2023/07/13 19:00,345.0,2441.0,0.0,307.0,74.0,38.0,722.0,1006.0,29.0
2023/07/13 20:00,335.0,2558.0,0.0,885.0,517.0,49.0,294.0,1118.0,22.0
2023/07/13 21:00,344.0,2566.0,0.0,1849.0,834.0,174.0,43.0,1105.0,27.0
2023/07/13 22:00,352.0,2594.0,0.0,982.0,577.0,60.0,0.0,1081.0,31.0
2023/07/13 23:00,351.0,2577.0,0.0,700.0,530.0,45.0,0.0,982.0,31.0
2023/07/14 00:00,351.0,2192.0,0.0,311.0,419.0,37.0,0.0,1020.0,30.0
2023/07/14 01:00,354.0,1796.0,0.0,14.0,196.0,2.0,0.0,1110.0,32.0
2023/07/14 02:00,353.0,1696.0,0.0,0.0,76.0,2.0,0.0,1236.0,32.0
2023/07/14 03:00,347.0,1458.0,0.0,0.0,126.0,2.0,0.0,1393.0,32.0
2023/07/14 04:00,343.0,1433.0,0.0,0.0,156.0,2.0,0.0,1497.0,32.0
2023/07/14 05:00,342.0,1391.0,0.0,0.0,153.0,2.0,0.0,1467.0,31.0
2023/07/14 06:00,339.0,1435.0,0.0,0.0,121.0,35.0,0.0,1359.0,31.0
2023/07/14 07:00,340.0,1436.0,0.0,0.0,101.0,37.0,16.0,1333.0,31.0
2023/07/14 08:00,339.0,1398.0,0.0,0.0,154.0,37.0,194.0,1203.0,30.0
2023/07/14 09:00,340.0,1303.0,0.0,0.0,170.0,46.0,580.0,881.0,30.0
2023/07/14 10:00,340.0,1232.0,0.0,0.0,178.0,11.0,1012.0,648.0,31.0
2023/07/14 11:00,342.0,1253.0,0.0,0.0,100.0,9.0,1305.0,633.0,30.0
2023/07/14 12:00,343.0,1175.0,0.0,0.0,46.0,6.0,1501.0,750.0,31.0
2023/07/14 13:00,345.0,881.0,0.0,206.0,60.0,6.0,1582.0,1022.0,31.0
2023/07/14 14:00,346.0,762.0,0.0,364.0,57.0,5.0,1603.0,1389.0,31.0
2023/07/14 15:00,350.0,768.0,0.0,258.0,60.0,3.0,1568.0,1678.0,32.0
2023/07/14 16:00,347.0,815.0,0.0,144.0,57.0,3.0,1481.0,1872.0,31.0
2023/07/14 17:00,348.0,840.0,0.0,250.0,58.0,3.0,1313.0,1842.0,29.0
2023/07/14 18:00,345.0,833.0,0.0,274.0,56.0,3.0,1051.0,1933.0,29.0
2023/07/14 19:00,343.0,973.0,0.0,242.0,74.0,37.0,691.0,1969.0,29.0
2023/07/14 20:00,347.0,1128.0,0.0,663.0,81.0,38.0,271.0,1758.0,29.0
2023/07/14 21:00,345.0,1253.0,0.0,908.0,405.0,49.0,39.0,1659.0,29.0
2023/07/14 22:00,345.0,1267.0,0.0,1002.0,675.0,115.0,0.0,1560.0,29.0
2023/07/14 23:00,340.0,1282.0,0.0,719.0,458.0,43.0,0.0,1468.0,29.0
2023/07/15 00:00,340.0,997.0,0.0,876.0,376.0,37.0,0.0,1651.0,29.0
2023/07/15 01:00,351.0,879.0,0.0,432.0,167.0,26.0,0.0,1993.0,30.0
2023/07/15 02:00,352.0,762.0,0.0,165.0,25.0,2.0,0.0,2206.0,30.0
2023/07/15 03:00,348.0,767.0,0.0,171.0,23.0,36.0,0.0,2297.0,29.0
2023/07/15 04:00,350.0,775.0,0.0,193.0,24.0,37.0,0.0,2376.0,30.0
2023/07/15 05:00,345.0,798.0,0.0,225.0,28.0,8.0,0.0,2272.0,29.0
2023/07/15 06:00,344.0,873.0,0.0,271.0,220.0,2.0,0.0,2074.0,28.0
2023/07/15 07:00,341.0,834.0,0.0,526.0,191.0,32.0,10.0,1918.0,27.0
2023/07/15 08:00,345.0,461.0,0.0,492.0,38.0,2.0,138.0,1661.0,28.0
2023/07/15 09:00,344.0,211.0,0.0,145.0,38.0,12.0,462.0,1433.0,29.0
2023/07/15 10:00,344.0,222.0,0.0,129.0,44.0,12.0,845.0,1384.0,28.0
2023/07/15 11:00,343.0,224.0,0.0,254.0,48.0,10.0,1169.0,1500.0,29.0
2023/07/15 12:00,343.0,223.0,0.0,238.0,108.0,5.0,1391.0,1565.0,29.0
2023/07/15 13:00,347.0,223.0,0.0,170.0,47.0,6.0,1478.0,1550.0,29.0
2023/07/15 14:00,346.0,215.0,0.0,131.0,106.0,4.0,1536.0,1447.0,29.0
2023/07/15 15:00,345.0,210.0,0.0,133.0,101.0,4.0,1586.0,1465.0,28.0
2023/07/15 16:00,350.0,210.0,0.0,70.0,96.0,4.0,1564.0,1493.0,30.0
2023/07/15 17:00,348.0,210.0,0.0,77.0,96.0,3.0,1420.0,1509.0,29.0
2023/07/15 18:00,341.0,210.0,0.0,139.0,27.0,2.0,1139.0,1613.0,29.0
2023/07/15 19:00,347.0,321.0,0.0,302.0,30.0,2.0,753.0,1770.0,29.0
2023/07/15 20:00,348.0,448.0,0.0,595.0,66.0,46.0,298.0,1985.0,30.0
2023/07/15 21:00,348.0,513.0,0.0,1208.0,417.0,55.0,40.0,1941.0,28.0
2023/07/15 22:00,349.0,527.0,0.0,1224.0,422.0,54.0,0.0,1764.0,29.0
2023/07/15 23:00,350.0,518.0,0.0,947.0,209.0,48.0,0.0,1689.0,30.0
2023/07/16 00:00,349.0,533.0,0.0,828.0,156.0,43.0,0.0,1642.0,30.0
2023/07/16 01:00,351.0,528.0,0.0,352.0,69.0,43.0,0.0,1726.0,30.0
2023/07/16 02:00,350.0,361.0,0.0,393.0,24.0,36.0,0.0,1795.0,30.0
2023/07/16 03:00,356.0,208.0,0.0,283.0,27.0,36.0,0.0,1785.0,30.0
2023/07/16 04:00,351.0,208.0,0.0,255.0,26.0,3.0,0.0,1754.0,30.0
2023/07/16 05:00,345.0,208.0,0.0,309.0,25.0,3.0,0.0,1649.0,29.0
2023/07/16 06:00,343.0,208.0,0.0,289.0,23.0,3.0,0.0,1568.0,28.0
2023/07/16 07:00,343.0,209.0,0.0,385.0,21.0,3.0,16.0,1477.0,29.0
2023/07/16 08:00,346.0,208.0,0.0,146.0,25.0,3.0,205.0,1312.0,29.0
2023/07/16 09:00,344.0,208.0,0.0,47.0,33.0,14.0,639.0,1108.0,29.0
2023/07/16 10:00,343.0,209.0,0.0,44.0,36.0,13.0,1082.0,962.0,29.0
2023/07/16 11:00,343.0,209.0,0.0,264.0,30.0,8.0,1404.0,848.0,29.0
2023/07/16 12:00,341.0,207.0,0.0,380.0,36.0,9.0,1613.0,768.0,29.0
2023/07/16 13:00,341.0,204.0,0.0,365.0,30.0,4.0,1712.0,791.0,29.0
2023/07/16 14:00,341.0,201.0,0.0,295.0,29.0,4.0,1732.0,867.0,29.0
2023/07/16 15:00,329.0,201.0,0.0,254.0,26.0,4.0,1709.0,1009.0,28.0
2023/07/16 16:00,329.0,204.0,0.0,201.0,31.0,3.0,1622.0,1171.0,29.0
2023/07/16 17:00,329.0,207.0,0.0,225.0,32.0,3.0,1449.0,1286.0,29.0
2023/07/16 18:00,329.0,264.0,0.0,279.0,44.0,3.0,1166.0,1356.0,29.0
2023/07/16 19:00,325.0,541.0,0.0,378.0,133.0,38.0,771.0,1370.0,29.0
2023/07/16 20:00,329.0,894.0,0.0,857.0,295.0,34.0,307.0,1368.0,29.0
2023/07/16 21:00,330.0,1088.0,0.0,1557.0,560.0,109.0,44.0,1301.0,29.0
2023/07/16 22:00,345.0,1158.0,0.0,1702.0,817.0,164.0,0.0,1292.0,30.0
2023/07/16 23:00,345.0,1151.0,0.0,1385.0,557.0,97.0,0.0,1324.0,30.0
2023/07/17 00:00,347.0,1086.0,0.0,461.0,44.0,81.0,0.0,1401.0,30.0
2023/07/17 01:00,347.0,987.0,0.0,268.0,23.0,37.0,0.0,1422.0,30.0
2023/07/17 02:00,344.0,977.0,0.0,247.0,24.0,38.0,0.0,1399.0,29.0
2023/07/17 03:00,341.0,1029.0,0.0,250.0,25.0,38.0,0.0,1375.0,30.0
2023/07/17 04:00,339.0,1093.0,0.0,136.0,90.0,38.0,0.0,1338.0,29.0
2023/07/17 05:00,337.0,1257.0,0.0,130.0,89.0,23.0,0.0,1404.0,29.0
2023/07/17 06:00,341.0,1332.0,0.0,364.0,71.0,4.0,0.0,1551.0,28.0
2023/07/17 07:00,340.0,1425.0,0.0,887.0,32.0,3.0,15.0,1615.0,29.0
2023/07/17 08:00,346.0,1648.0,0.0,846.0,31.0,4.0,192.0,1498.0,29.0
2023/07/17 09:00,348.0,1820.0,0.0,340.0,117.0,13.0,578.0,1080.0,29.0
2023/07/17 10:00,345.0,1614.0,0.0,4.0,159.0,12.0,966.0,682.0,29.0
2023/07/17 11:00,339.0,1603.0,0.0,0.0,173.0,8.0,1243.0,413.0,29.0
2023/07/17 12:00,340.0,1625.0,0.0,63.0,149.0,3.0,1433.0,333.0,28.0
2023/07/17 13:00,341.0,1586.0,0.0,94.0,144.0,3.0,1544.0,312.0,29.0
2023/07/17 14:00,337.0,1578.0,0.0,116.0,77.0,3.0,1579.0,286.0,28.0
2023/07/17 15:00,339.0,1617.0,0.0,178.0,90.0,3.0,1549.0,316.0,31.0
2023/07/17 16:00,334.0,1618.0,0.0,163.0,92.0,3.0,1465.0,418.0,31.0
2023/07/17 17:00,334.0,1600.0,0.0,201.0,92.0,4.0,1286.0,506.0,31.0
2023/07/17 18:00,331.0,1624.0,0.0,274.0,116.0,60.0,1021.0,576.0,31.0
2023/07/17 19:00,328.0,1810.0,0.0,267.0,78.0,73.0,658.0,669.0,31.0
2023/07/17 20:00,327.0,1929.0,0.0,1049.0,221.0,99.0,260.0,745.0,31.0
2023/07/17 21:00,327.0,1923.0,0.0,1923.0,620.0,357.0,38.0,818.0,31.0
2023/07/17 22:00,321.0,1928.0,0.0,2078.0,745.0,457.0,0.0,942.0,30.0
2023/07/17 23:00,320.0,1922.0,0.0,1046.0,404.0,198.0,0.0,1083.0,30.0
2023/07/18 00:00,322.0,1941.0,0.0,297.0,265.0,45.0,0.0,1197.0,31.0
2023/07/18 01:00,321.0,1781.0,0.0,198.0,190.0,38.0,0.0,1212.0,31.0
2023/07/18 02:00,320.0,1823.0,0.0,180.0,136.0,38.0,0.0,1108.0,31.0
2023/07/18 03:00,326.0,1846.0,0.0,172.0,32.0,33.0,0.0,940.0,31.0
2023/07/18 04:00,324.0,1686.0,0.0,210.0,23.0,36.0,0.0,761.0,31.0
